2023-10-16 01:32:42 500 GET /json/cart/user02 HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36 - 127.0.0.1 7853 273563
2023-10-16 15:59:40 200 GET /json/cart/user02 HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36 http://127.0.0.1:8001/purchase/shoppingCart 127.0.0.1 1287 7407
2023-10-16 15:59:40 200 GET /json/cart/user02 HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36 http://127.0.0.1:8001/purchase/shoppingCart 127.0.0.1 1287 7855
2023-10-16 15:59:40 200 GET /json/cart/user02 HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36 http://127.0.0.1:8001/purchase/shoppingCart 127.0.0.1 1287 4948
2023-10-16 15:59:40 200 GET /json/cart/user02 HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36 http://127.0.0.1:8001/purchase/shoppingCart 127.0.0.1 1287 5596
2023-10-16 15:59:40 200 GET /json/cart/user02 HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36 http://127.0.0.1:8001/purchase/shoppingCart 127.0.0.1 1287 6009
2023-10-16 15:59:40 200 GET /json/cart/user02 HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36 http://127.0.0.1:8001/purchase/shoppingCart 127.0.0.1 1287 5187
2023-10-16 15:59:40 200 GET /json/cart/user02 HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36 http://127.0.0.1:8001/purchase/shoppingCart 127.0.0.1 1287 13731
2023-10-16 15:59:40 200 GET /json/cart/user02 HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36 http://127.0.0.1:8001/purchase/shoppingCart 127.0.0.1 1287 29069
2023-10-16 15:59:40 200 GET /json/cart/user02 HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36 http://127.0.0.1:8001/purchase/shoppingCart 127.0.0.1 1287 5227
2023-10-16 15:59:40 200 GET /json/cart/user02 HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36 http://127.0.0.1:8001/purchase/shoppingCart 127.0.0.1 1287 4068
2023-10-16 15:59:40 200 GET /json/cart/user02 HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36 http://127.0.0.1:8001/purchase/shoppingCart 127.0.0.1 1287 5767
2023-10-16 15:59:40 200 GET /json/cart/user02 HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36 http://127.0.0.1:8001/purchase/shoppingCart 127.0.0.1 1287 5253
2023-10-16 15:59:40 200 GET /json/cart/user02 HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36 http://127.0.0.1:8001/purchase/shoppingCart 127.0.0.1 1287 4481
2023-10-16 15:59:40 200 GET /json/cart/user02 HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36 http://127.0.0.1:8001/purchase/shoppingCart 127.0.0.1 1287 4915
2023-10-16 15:59:40 200 GET /json/cart/user02 HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36 http://127.0.0.1:8001/purchase/shoppingCart 127.0.0.1 1287 5592
2023-10-16 15:59:40 200 GET /json/cart/user02 HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36 http://127.0.0.1:8001/purchase/shoppingCart 127.0.0.1 1287 4641
2023-10-16 15:59:40 200 GET /json/cart/user02 HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36 http://127.0.0.1:8001/purchase/shoppingCart 127.0.0.1 1287 6176
2023-10-16 15:59:40 200 GET /json/cart/user02 HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36 http://127.0.0.1:8001/purchase/shoppingCart 127.0.0.1 1287 5627
2023-10-16 15:59:40 200 GET /json/cart/user02 HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36 http://127.0.0.1:8001/purchase/shoppingCart 127.0.0.1 1287 4695
2023-10-16 15:59:40 200 GET /json/cart/user02 HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36 http://127.0.0.1:8001/purchase/shoppingCart 127.0.0.1 1287 6519
2023-10-16 15:59:40 200 GET /json/cart/user02 HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36 http://127.0.0.1:8001/purchase/shoppingCart 127.0.0.1 1287 6859
2023-10-16 15:59:40 200 GET /json/cart/user02 HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36 http://127.0.0.1:8001/purchase/shoppingCart 127.0.0.1 1287 6627
2023-10-16 15:59:40 200 GET /json/cart/user02 HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36 http://127.0.0.1:8001/purchase/shoppingCart 127.0.0.1 1287 5750
2023-10-16 15:59:40 200 GET /json/cart/user02 HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36 http://127.0.0.1:8001/purchase/shoppingCart 127.0.0.1 1287 6059
2023-10-16 15:59:40 200 GET /json/cart/user02 HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36 http://127.0.0.1:8001/purchase/shoppingCart 127.0.0.1 1287 5741
2023-10-16 15:59:40 200 GET /json/cart/user02 HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36 http://127.0.0.1:8001/purchase/shoppingCart 127.0.0.1 1287 7977
2023-10-16 15:59:40 200 GET /json/cart/user02 HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36 http://127.0.0.1:8001/purchase/shoppingCart 127.0.0.1 1287 10561
2023-10-16 15:59:40 200 GET /json/cart/user02 HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36 http://127.0.0.1:8001/purchase/shoppingCart 127.0.0.1 1287 6772
2023-10-16 15:59:40 200 GET /json/cart/user02 HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36 http://127.0.0.1:8001/purchase/shoppingCart 127.0.0.1 1287 7426
2023-10-16 15:59:40 200 GET /json/cart/user02 HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36 http://127.0.0.1:8001/purchase/shoppingCart 127.0.0.1 1287 5729
2023-10-16 15:59:40 200 GET /json/cart/user02 HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36 http://127.0.0.1:8001/purchase/shoppingCart 127.0.0.1 1287 7162
2023-10-16 15:59:40 200 GET /json/cart/user02 HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36 http://127.0.0.1:8001/purchase/shoppingCart 127.0.0.1 1287 4678
2023-10-16 15:59:40 200 GET /json/cart/user02 HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36 http://127.0.0.1:8001/purchase/shoppingCart 127.0.0.1 1287 6871
2023-10-16 15:59:40 200 GET /json/cart/user02 HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36 http://127.0.0.1:8001/purchase/shoppingCart 127.0.0.1 1287 7326
2023-10-16 15:59:40 200 GET /json/cart/user02 HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36 http://127.0.0.1:8001/purchase/shoppingCart 127.0.0.1 1287 6998
2023-10-16 15:59:40 200 GET /json/cart/user02 HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36 http://127.0.0.1:8001/purchase/shoppingCart 127.0.0.1 1287 7981
2023-10-16 15:59:40 200 GET /json/cart/user02 HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36 http://127.0.0.1:8001/purchase/shoppingCart 127.0.0.1 1287 8290
2023-10-16 15:59:41 200 GET /json/cart/user02 HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36 http://127.0.0.1:8001/purchase/shoppingCart 127.0.0.1 1287 7311
2023-10-16 15:59:41 200 GET /json/cart/user02 HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36 http://127.0.0.1:8001/purchase/shoppingCart 127.0.0.1 1287 6193
2023-10-16 15:59:41 200 GET /json/cart/user02 HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36 http://127.0.0.1:8001/purchase/shoppingCart 127.0.0.1 1287 6232
2023-10-16 15:59:41 200 GET /json/cart/user02 HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36 http://127.0.0.1:8001/purchase/shoppingCart 127.0.0.1 1287 6518
2023-10-16 15:59:41 200 GET /json/cart/user02 HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36 http://127.0.0.1:8001/purchase/shoppingCart 127.0.0.1 1287 6882
2023-10-16 15:59:41 200 GET /json/cart/user02 HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36 http://127.0.0.1:8001/purchase/shoppingCart 127.0.0.1 1287 6541
2023-10-16 15:59:41 200 GET /json/cart/user02 HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36 http://127.0.0.1:8001/purchase/shoppingCart 127.0.0.1 1287 6816
2023-10-16 15:59:41 200 GET /json/cart/user02 HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36 http://127.0.0.1:8001/purchase/shoppingCart 127.0.0.1 1287 4869
2023-10-16 15:59:41 200 GET /json/cart/user02 HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36 http://127.0.0.1:8001/purchase/shoppingCart 127.0.0.1 1287 5575
2023-10-16 15:59:41 200 GET /json/cart/user02 HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36 http://127.0.0.1:8001/purchase/shoppingCart 127.0.0.1 1287 4298
2023-10-16 15:59:41 200 GET /json/cart/user02 HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36 http://127.0.0.1:8001/purchase/shoppingCart 127.0.0.1 1287 6665
2023-10-16 15:59:41 200 GET /json/cart/user02 HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36 http://127.0.0.1:8001/purchase/shoppingCart 127.0.0.1 1287 5483
2023-10-16 15:59:41 200 GET /json/cart/user02 HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36 http://127.0.0.1:8001/purchase/shoppingCart 127.0.0.1 1287 5976
2023-10-16 15:59:41 200 GET /json/cart/user02 HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36 http://127.0.0.1:8001/purchase/shoppingCart 127.0.0.1 1287 6691
2023-10-16 15:59:41 200 GET /json/cart/user02 HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36 http://127.0.0.1:8001/purchase/shoppingCart 127.0.0.1 1287 6924
2023-10-16 15:59:41 200 GET /json/cart/user02 HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36 http://127.0.0.1:8001/purchase/shoppingCart 127.0.0.1 1287 6573
2023-10-16 15:59:41 200 GET /json/cart/user02 HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36 http://127.0.0.1:8001/purchase/shoppingCart 127.0.0.1 1287 6316
2023-10-16 15:59:41 200 GET /json/cart/user02 HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36 http://127.0.0.1:8001/purchase/shoppingCart 127.0.0.1 1287 5581
2023-10-16 15:59:41 200 GET /json/cart/user02 HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36 http://127.0.0.1:8001/purchase/shoppingCart 127.0.0.1 1287 6363
2023-10-16 15:59:41 200 GET /json/cart/user02 HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36 http://127.0.0.1:8001/purchase/shoppingCart 127.0.0.1 1287 6304
2023-10-16 15:59:41 200 GET /json/cart/user02 HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36 http://127.0.0.1:8001/purchase/shoppingCart 127.0.0.1 1287 5247
2023-10-16 15:59:41 200 GET /json/cart/user02 HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36 http://127.0.0.1:8001/purchase/shoppingCart 127.0.0.1 1287 4714
2023-10-16 15:59:41 200 GET /json/cart/user02 HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36 http://127.0.0.1:8001/purchase/shoppingCart 127.0.0.1 1287 5089
2023-10-16 15:59:41 200 GET /json/cart/user02 HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36 http://127.0.0.1:8001/purchase/shoppingCart 127.0.0.1 1287 7944
2023-10-16 15:59:41 200 GET /json/cart/user02 HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36 http://127.0.0.1:8001/purchase/shoppingCart 127.0.0.1 1287 6210
2023-10-16 15:59:41 200 GET /json/cart/user02 HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36 http://127.0.0.1:8001/purchase/shoppingCart 127.0.0.1 1287 4731
2023-10-16 15:59:41 200 GET /json/cart/user02 HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36 http://127.0.0.1:8001/purchase/shoppingCart 127.0.0.1 1287 6028
2023-10-16 15:59:41 200 GET /json/cart/user02 HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36 http://127.0.0.1:8001/purchase/shoppingCart 127.0.0.1 1287 6905
2023-10-16 15:59:41 200 GET /json/cart/user02 HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36 http://127.0.0.1:8001/purchase/shoppingCart 127.0.0.1 1287 7573
2023-10-16 15:59:41 200 GET /json/cart/user02 HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36 http://127.0.0.1:8001/purchase/shoppingCart 127.0.0.1 1287 6859
2023-10-16 15:59:41 200 GET /json/cart/user02 HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36 http://127.0.0.1:8001/purchase/shoppingCart 127.0.0.1 1287 8115
2023-10-16 15:59:41 200 GET /json/cart/user02 HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36 http://127.0.0.1:8001/purchase/shoppingCart 127.0.0.1 1287 4634
2023-10-16 15:59:41 200 GET /json/cart/user02 HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36 http://127.0.0.1:8001/purchase/shoppingCart 127.0.0.1 1287 6904
2023-10-16 15:59:41 200 GET /json/cart/user02 HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36 http://127.0.0.1:8001/purchase/shoppingCart 127.0.0.1 1287 4657
2023-10-16 15:59:41 200 GET /json/cart/user02 HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36 http://127.0.0.1:8001/purchase/shoppingCart 127.0.0.1 1287 3625
2023-10-16 15:59:41 200 GET /json/cart/user02 HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36 http://127.0.0.1:8001/purchase/shoppingCart 127.0.0.1 1287 4155
2023-10-16 15:59:41 200 GET /json/cart/user02 HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36 http://127.0.0.1:8001/purchase/shoppingCart 127.0.0.1 1287 4721
2023-10-16 15:59:41 200 GET /json/cart/user02 HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36 http://127.0.0.1:8001/purchase/shoppingCart 127.0.0.1 1287 3828
2023-10-16 15:59:41 200 GET /json/cart/user02 HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36 http://127.0.0.1:8001/purchase/shoppingCart 127.0.0.1 1287 4784
2023-10-16 15:59:41 200 GET /json/cart/user02 HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36 http://127.0.0.1:8001/purchase/shoppingCart 127.0.0.1 1287 4566
2023-10-16 15:59:41 200 GET /json/cart/user02 HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36 http://127.0.0.1:8001/purchase/shoppingCart 127.0.0.1 1287 4833
2023-10-16 15:59:41 200 GET /json/cart/user02 HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36 http://127.0.0.1:8001/purchase/shoppingCart 127.0.0.1 1287 4589
2023-10-16 15:59:41 200 GET /json/cart/user02 HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36 http://127.0.0.1:8001/purchase/shoppingCart 127.0.0.1 1287 4815
2023-10-16 15:59:41 200 GET /json/cart/user02 HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36 http://127.0.0.1:8001/purchase/shoppingCart 127.0.0.1 1287 10673
2023-10-16 15:59:41 200 GET /json/cart/user02 HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36 http://127.0.0.1:8001/purchase/shoppingCart 127.0.0.1 1287 7260
2023-10-16 15:59:41 200 GET /json/cart/user02 HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36 http://127.0.0.1:8001/purchase/shoppingCart 127.0.0.1 1287 6438
2023-10-16 15:59:41 200 GET /json/cart/user02 HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36 http://127.0.0.1:8001/purchase/shoppingCart 127.0.0.1 1287 6596
2023-10-16 15:59:41 200 GET /json/cart/user02 HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36 http://127.0.0.1:8001/purchase/shoppingCart 127.0.0.1 1287 6629
2023-10-16 15:59:41 200 GET /json/cart/user02 HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36 http://127.0.0.1:8001/purchase/shoppingCart 127.0.0.1 1287 5711
2023-10-16 15:59:41 200 GET /json/cart/user02 HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36 http://127.0.0.1:8001/purchase/shoppingCart 127.0.0.1 1287 8230
2023-10-16 15:59:41 200 GET /json/cart/user02 HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36 http://127.0.0.1:8001/purchase/shoppingCart 127.0.0.1 1287 10464
2023-10-16 15:59:41 200 GET /json/cart/user02 HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36 http://127.0.0.1:8001/purchase/shoppingCart 127.0.0.1 1287 7958
2023-10-16 15:59:41 200 GET /json/cart/user02 HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36 http://127.0.0.1:8001/purchase/shoppingCart 127.0.0.1 1287 8831
2023-10-16 15:59:41 200 GET /json/cart/user02 HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36 http://127.0.0.1:8001/purchase/shoppingCart 127.0.0.1 1287 9077
2023-10-16 15:59:41 200 GET /json/cart/user02 HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36 http://127.0.0.1:8001/purchase/shoppingCart 127.0.0.1 1287 4429
2023-10-16 15:59:41 200 GET /json/cart/user02 HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36 http://127.0.0.1:8001/purchase/shoppingCart 127.0.0.1 1287 6943
2023-10-16 15:59:41 200 GET /json/cart/user02 HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36 http://127.0.0.1:8001/purchase/shoppingCart 127.0.0.1 1287 8311
2023-10-16 15:59:41 200 GET /json/cart/user02 HTTP/1.1 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36 http://127.0.0.1:8001/purchase/shoppingCart 127.0.0.1 1287 6456
